Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
C3PKI4	GSA_CORA7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL cauri_0321	Corynebacterium aurimucosum (strain ATCC 700975 / DSM 44827 / CN-1) (Corynebacterium nigricans)	444	5.4.3.8
Q6NJJ2	GSA_CORDI	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL DIP0409	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	430	5.4.3.8
Q8FSD4	GSA_COREF	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CE0460	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	442	5.4.3.8
A4QB78	GSA_CORGB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL cgR_0507	Corynebacterium glutamicum (strain R)	437	5.4.3.8
Q8NT73	GSA_CORGL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cgl0437 cg0518	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	437	5.4.3.8
Q4JSY1	GSA_CORJK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL jk1895	Corynebacterium jeikeium (strain K411)	443	5.4.3.8
B1VEK3	GSA_CORU7	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL cu0232	Corynebacterium urealyticum (strain ATCC 43042 / DSM 7109)	447	5.4.3.8
A9KBA0	GSA_COXBN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CBUD_0113	Coxiella burnetii (strain Dugway 5J108-111)	435	5.4.3.8
A9NAX3	GSA_COXBR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL COXBURSA331_A2085	Coxiella burnetii (strain RSA 331 / Henzerling II)	435	5.4.3.8
A7MGR5	GSA_CROS8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ESA_03186	Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii)	426	5.4.3.8
Q11WK1	GSA_CYTH3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CHU_0936	Cytophaga hutchinsonii (strain ATCC 33406 / NCIMB 9469)	430	5.4.3.8
Q478V1	GSA_DECAR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Daro_3902	Dechloromonas aromatica (strain RCB)	427	5.4.3.8
C1CWI8	GSA_DEIDV	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Deide_15910	Deinococcus deserti (strain VCD115 / DSM 17065 / LMG 22923)	441	5.4.3.8
Q1IWZ8	GSA_DEIGD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dgeo_1942	Deinococcus geothermalis (strain DSM 11300)	446	5.4.3.8
A9BY74	GSA_DELAS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Daci_1569	Delftia acidovorans (strain DSM 14801 / SPH-1)	438	5.4.3.8
B8FBA1	GSA_DESAL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dalk_2855	Desulfatibacillum aliphaticivorans	425	5.4.3.8
Q30WH2	GSA_DESAG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dde_3180	Desulfovibrio alaskensis (strain G20) (Desulfovibrio desulfuricans (strain G20))	422	5.4.3.8
B8J3A3	GSA_DESDA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ddes_2017	Desulfovibrio desulfuricans (strain ATCC 27774 / DSM 6949 / MB)	423	5.4.3.8
A4J6H0	GSA_DESRM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dred_2156	Desulfotomaculum reducens (strain MI-1)	432	5.4.3.8
B8DN02	GSA_DESVM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL DvMF_2502	Desulfovibrio vulgaris (strain Miyazaki F / DSM 19637)	425	5.4.3.8
A7ZHP6	GSA_ECO24	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL EcE24377A_0159	Escherichia coli O139:H28 (strain E24377A / ETEC)	426	5.4.3.8
B7MBD7	GSA_ECO45	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL ECS88_0165	Escherichia coli O45:K1 (strain S88 / ExPEC)	426	5.4.3.8
Q325Y5	GSA_SHIBS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SBO_0143	Shigella boydii serotype 4 (strain Sb227)	426	5.4.3.8
Q821C1	GSA_SHIFL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SF0146 S0149	Shigella flexneri	426	5.4.3.8
Q3Z5K3	GSA_SHISS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SSON_0166	Shigella sonnei (strain Ss046)	426	5.4.3.8
Q2NVQ0	GSA_SODGM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SG0500	Sodalis glossinidius (strain morsitans)	426	5.4.3.8
Q3SFU6	GSA_THIDA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Tbd_2557	Thiobacillus denitrificans (strain ATCC 25259)	425	5.4.3.8
A9GDD3	GSA_SORC5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL sce9167	Sorangium cellulosum (strain So ce56) (Polyangium cellulosum (strain So ce56))	437	5.4.3.8
Q82E21	GSA_STRAW	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SAV_4795	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	438	5.4.3.8
Q83H98	GSA_TROW8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TW743	Tropheryma whipplei (strain TW08/27) (Whipple's bacillus)	466	5.4.3.8
Q83FJ5	GSA_TROWT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TWT_729	Tropheryma whipplei (strain Twist) (Whipple's bacillus)	466	5.4.3.8
B4SI23	GSA_STRM5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Smal_3288	Stenotrophomonas maltophilia (strain R551-3)	429	5.4.3.8
B2FT35	GSA_STRMK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Smlt3873	Stenotrophomonas maltophilia (strain K279a)	429	5.4.3.8
A3CL81	GSA_STRSV	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SSA_0488	Streptococcus sanguinis (strain SK36)	432	5.4.3.8
C3LSN1	GSA_VIBCM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL VCM66_0584	Vibrio cholerae serotype O1 (strain M66-2)	432	5.4.3.8
C4KJ00	GSA_SULIK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL M164_1961	Sulfolobus islandicus (strain M.16.4 / Kamchatka #3)	426	5.4.3.8
Q8DBX8	GSA_VIBVU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL VV1_1678	Vibrio vulnificus (strain CMCP6)	431	5.4.3.8
C3NF69	GSA_SULIN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YN1551_0843	Sulfolobus islandicus (strain Y.N.15.51 / Yellowstone #2)	426	5.4.3.8
Q7M847	GSA_WOLSU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL WS1886	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	431	5.4.3.8
A6Q9P9	GSA_SULNB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SUN_1254	Sulfurovum sp. (strain NBC37-1)	430	5.4.3.8
Q976H2	GSA_SULTO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL STK_02150	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii)	419	5.4.3.8
Q06741	GSA_XANCH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL	Xanthomonas campestris pv. phaseoli	429	5.4.3.8
Q2LVW6	GSA_SYNAS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SYNAS_23480 SYN_00583	Syntrophus aciditrophicus (strain SB)	432	5.4.3.8
Q9PB43	GSA_XYLFA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL XF_2302	Xylella fastidiosa (strain 9a5c)	444	5.4.3.8
Q8ZBL9	GSA_YERPE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YPO3389 y0799 YP_0296	Yersinia pestis	426	5.4.3.8
A9R1E6	GSA_YERPG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YpAngola_A0995	Yersinia pestis bv. Antiqua (strain Angola)	426	5.4.3.8
Q5WL78	ECTB_BACSK	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB ABC0335	Bacillus clausii (strain KSM-K16)	426	2.6.1.76
Q7W979	ECTB_BORPA	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB BPP1889	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	435	2.6.1.76
Q5YW77	ECTB_NOCFA	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB NFA_27170	Nocardia farcinica (strain IFM 10152)	436	2.6.1.76
Q6QUY9	ECTB_STRAQ	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB thpB	Streptomyces anulatus (Streptomyces chrysomallus)	420	2.6.1.76
Q93RW1	ECTB_STRCO	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB SCO1865 SCI39.12	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	423	2.6.1.76
Q87NZ7	ECTB_VIBPA	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB VP1721	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	421	2.6.1.76
Q7M9K2	ECTB_WOLSU	reviewed	Diaminobutyrate--2-oxoglutarate transaminase (EC 2.6.1.76) (DABA aminotransferase) (Diaminobutyrate--2-oxoglutarate aminotransferase) (L-2,4-diaminobutyric acid transaminase)	ectB WS0855	Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes)	427	2.6.1.76
C6AR33	GSA_TERTT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TERTU_3069	Teredinibacter turnerae (strain ATCC 39867 / T7901)	427	5.4.3.8
B7IHH3	GSA_THEAB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL THA_1081	Thermosipho africanus (strain TCF52B)	423	5.4.3.8
Q9HKM6	GSA_THEAC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ta0571	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	421	5.4.3.8
Q5SJS4	GSA_THET8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TTHA0934	Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)	424	5.4.3.8
Q97B25	GSA_THEVO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL TV0634 TVG0626624	Thermoplasma volcanium (strain ATCC 51530 / DSM 4299 / JCM 9571 / NBRC 15438 / GSS1)	420	5.4.3.8
B8I0R1	GSA_RUMCH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Ccel_1280	Ruminiclostridium cellulolyticum (strain ATCC 35319 / DSM 5812 / JCM 6584 / H10) (Clostridium cellulolyticum)	434	5.4.3.8
A5N5Y1	GSA_CLOK5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CKL_0658	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	422	5.4.3.8
A0Q2A8	GSA_CLONN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL NT01CX_0259	Clostridium novyi (strain NT)	433	5.4.3.8
Q01YQ2	GSA_SOLUE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Acid_4251	Solibacter usitatus (strain Ellin6076)	417	5.4.3.8
B8GLE4	GSA_THISH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Tgr7_2421	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	428	5.4.3.8
C4LAK4	GSA_TOLAT	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Tola_0579	Tolumonas auensis (strain DSM 9187 / TA4)	431	5.4.3.8
Q9F2S0	GSA_STRCO	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SCO4469 SCD65.12	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	438	5.4.3.8
B1VTD1	GSA_STRGG	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SGR_4192	Streptomyces griseus subsp. griseus (strain JCM 4626 / NBRC 13350)	435	5.4.3.8
A1WMA0	GSA_VEREI	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Veis_3024	Verminephrobacter eiseniae (strain EF01-2)	437	5.4.3.8
Q30RJ4	GSA_SULDN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Suden_1109	Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) (Thiomicrospira denitrificans (strain ATCC 33889 / DSM 1251))	430	5.4.3.8
C3MZR9	GSA_SULIA	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL M1627_2031	Sulfolobus islandicus (strain M.16.27)	426	5.4.3.8
C3MJ22	GSA_SULIL	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL LS215_2116	Sulfolobus islandicus (strain L.S.2.15 / Lassen #1)	426	5.4.3.8
Q8D3C8	GSA_WIGBR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL WIGBR0730	Wigglesworthia glossinidia brevipalpis	435	5.4.3.8
C3N842	GSA_SULIY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YG5714_2075	Sulfolobus islandicus (strain Y.G.57.14 / Yellowstone #1)	426	5.4.3.8
Q8PH40	GSA_XANAC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL XAC3420	Xanthomonas axonopodis pv. citri (strain 306)	429	5.4.3.8
Q3BPP7	GSA_XANC5	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL XCV3535	Xanthomonas campestris pv. vesicatoria (strain 85-10)	429	5.4.3.8
B2V5U0	GSA_SULSY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL SYO3AOP1_1432	Sulfurihydrogenibium sp. (strain YO3AOP1)	428	5.4.3.8
Q67KM3	GSA_SYMTH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL STH2790	Symbiobacterium thermophilum (strain T / IAM 14863)	433	5.4.3.8
B2SKS0	GSA_XANOP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PXO_02277	Xanthomonas oryzae pv. oryzae (strain PXO99A)	429	5.4.3.8
B0U328	GSA_XYLFM	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Xfasm12_1325	Xylella fastidiosa (strain M12)	444	5.4.3.8
A1JJQ1	GSA_YERE8	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YE0734	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	426	5.4.3.8
B2K547	GSA_YERPB	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YPTS_0774	Yersinia pseudotuberculosis serotype IB (strain PB1/+)	426	5.4.3.8
Q1CLU7	GSA_YERPN	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL YPN_0701 YP516_0745	Yersinia pestis bv. Antiqua (strain Nepal516)	426	5.4.3.8
B9DZG0	GSA_CLOK1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CKR_0584	Clostridium kluyveri (strain NBRC 12016)	422	5.4.3.8
B6J495	GSA_COXB1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CbuK_0182	Coxiella burnetii (strain CbuK_Q154) (Coxiella burnetii (strain Q154))	435	5.4.3.8
B6J3H2	GSA_COXB2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CbuG_0257	Coxiella burnetii (strain CbuG_Q212) (Coxiella burnetii (strain Q212))	435	5.4.3.8
Q83AK3	GSA_COXBU	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CBU_1882	Coxiella burnetii (strain RSA 493 / Nine Mile phase I)	435	5.4.3.8
Q1LQM3	GSA_CUPMC	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Rmet_0667	Cupriavidus metallidurans (strain ATCC 43123 / DSM 2839 / NBRC 102507 / CH34) (Ralstonia metallidurans)	430	5.4.3.8
Q0KDN9	GSA_CUPNH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL H16_A0734	Cupriavidus necator (strain ATCC 17699 / H16 / DSM 428 / Stanier 337) (Ralstonia eutropha)	430	5.4.3.8
Q46XZ7	GSA_CUPPJ	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Reut_A2625	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	429	5.4.3.8
B3R312	GSA_CUPTR	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL RALTA_A0720	Cupriavidus taiwanensis (strain DSM 17343 / BCRC 17206 / CIP 107171 / LMG 19424 / R1) (Ralstonia taiwanensis (strain LMG 19424))	430	5.4.3.8
Q6AB08	GSA_CUTAK	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL PPA0301	Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes)	436	5.4.3.8
C0QCR9	GSA_DESAH	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL HRM2_20470	Desulfobacterium autotrophicum (strain ATCC 43914 / DSM 3382 / HRM2)	428	5.4.3.8
B1I4L1	GSA_DESAP	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Daud_1340	Desulforudis audaxviator (strain MP104C)	432	5.4.3.8
B8G2L6	GSA_DESHD	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Dhaf_3348	Desulfitobacterium hafniense (strain DCB-2 / DSM 10664)	430	5.4.3.8
Q24VD4	GSA_DESHY	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL DSY2219	Desulfitobacterium hafniense (strain Y51)	430	5.4.3.8
